movieId,wr,year,title2,genres,imdbId_y,poster_y,title,tmdbId_y,link
1541,3.0868402810587754,1997,addictedtolove,Comedy|Romance,118556,https://image.tmdb.org/t/p/w500/aM8CJijEfdmnXH1rRNV5iPitJcc.jpg,Addicted to Love (1997),2058.0,https://www.imdb.com/title/tt0118556
1542,3.3164367652195565,1996,brassedoff,Comedy|Drama|Romance,115744,https://image.tmdb.org/t/p/w500/wX1ryXNwcyKUwAFIKqRAYhFDfKL.jpg,Brassed Off (1996),9450.0,https://www.imdb.com/title/tt0115744
1543,3.061794968486532,1997,"designatedmourner,the",Drama,118964,https://image.tmdb.org/t/p/w500/ygEvgamjD6ghRPjSqy8WgJFCvbc.jpg,"Designated Mourner, The (1997)",125021.0,https://www.imdb.com/title/tt0118964
1544,2.9939795523799853,1997,"lostworld:jurassicpark,the",Action|Adventure|Sci-Fi|Thriller,119567,https://image.tmdb.org/t/p/w500/u1fXmEQUCI9CjyHCCYOPBSq2DYo.jpg,"Lost World: Jurassic Park, The (1997)",330.0,https://www.imdb.com/title/tt0119567
1545,3.238472806884685,1996,ponette,Drama,117359,https://image.tmdb.org/t/p/w500/32289bKHzGO4lyD8lUUIFYA5e5R.jpg,Ponette (1996),38523.0,https://www.imdb.com/title/tt0117359
1546,3.151940913126684,1996,schizopolis,Comedy,117561,https://image.tmdb.org/t/p/w500/9ASmg9EvWkt90dwW9YKO3NXQk8d.jpg,Schizopolis (1996),16375.0,https://www.imdb.com/title/tt0117561
1547,3.0792226601297834,1997,shiloh,Children|Drama,120118,https://image.tmdb.org/t/p/w500/jnhjXhqjH4MnGFGQOlYigZhVH6O.jpg,Shiloh (1997),33660.0,https://www.imdb.com/title/tt0120118
1552,3.1784773484595985,1997,conair,Action|Adventure|Thriller,118880,https://image.tmdb.org/t/p/w500/yhaOQ7xXw0PLHLvg1w0M9zlPdg6.jpg,Con Air (1997),1701.0,https://www.imdb.com/title/tt0118880
1553,3.063520637038609,1996,latebloomers,Comedy,116834,https://image.tmdb.org/t/p/w500/9MlfJwh6CNXJHsAsl6TeVeCMj1e.jpg,Late Bloomers (1996),201445.0,https://www.imdb.com/title/tt0116834
1554,3.2303738664528003,1996,"pillowbook,the",Drama|Romance,114134,https://image.tmdb.org/t/p/w500/bB25vjlJFGRiGZMHqpnc2JvyeK1.jpg,"Pillow Book, The (1996)",26422.0,https://www.imdb.com/title/tt0114134
1555,3.0749162311673923,En avoir (ou pas,"tohave,ornot",Drama,112951,https://image.tmdb.org/t/p/w500/cQEo7kaeIujIshixxS5o0dNUnTp.jpg,"To Have, or Not (En avoir (ou pas)) (1995)",124642.0,https://www.imdb.com/title/tt0112951
1556,2.2503720315440843,1997,speed2:cruisecontrol,Action|Romance|Thriller,120179,https://image.tmdb.org/t/p/w500/iHktqeAGoJpENiiuXfsXaHmhr7D.jpg,Speed 2: Cruise Control (1997),1639.0,https://www.imdb.com/title/tt0120179
1557,3.0623793924672422,1997,squeeze,Drama,117724,https://image.tmdb.org/t/p/w500/iifSS4xn1rnkYhICYXUwbF3BF5h.jpg,Squeeze (1997),49235.0,https://www.imdb.com/title/tt0117724
1558,3.053985524736184,1997,suddenmanhattan,Comedy,117775,https://image.tmdb.org/t/p/w500/vTKCVjpqZmZtCGsO0LJKZd7V1gy.jpg,Sudden Manhattan (1997),106129.0,https://www.imdb.com/title/tt0117775
1561,3.0588307891303486,1996,weddingbellblues,Comedy,118127,https://image.tmdb.org/t/p/w500/a4juFEw1qG3dI8XaoV3AruFaqa9.jpg,Wedding Bell Blues (1996),107743.0,https://www.imdb.com/title/tt0118127
1562,2.3468589807128764,1997,batman&robin,Action|Adventure|Fantasy|Thriller,118688,https://image.tmdb.org/t/p/w500/79AYCcxw3kSKbhGpx1LiqaCAbwo.jpg,Batman & Robin (1997),415.0,https://www.imdb.com/title/tt0118688
1563,3.087880373787697,1997,dreamwiththefishes,Drama,119019,https://image.tmdb.org/t/p/w500/fqAl7wXG2Ge36PQTVREPkgWib4M.jpg,Dream With the Fishes (1997),47686.0,https://www.imdb.com/title/tt0119019
1564,3.1234815866990773,Roseanna's Grave,forroseanna,Comedy|Drama|Romance,120034,https://image.tmdb.org/t/p/w500/qaimjcQYua8UjnEJAx6UPjRRc3a.jpg,For Roseanna (Roseanna's Grave) (1997),65889.0,https://www.imdb.com/title/tt0120034
1565,3.040267302109623,1996,headabovewater,Comedy|Thriller,116502,https://image.tmdb.org/t/p/w500/974wqQhLjWUNlaHKRXLXyKonMGV.jpg,Head Above Water (1996),11103.0,https://www.imdb.com/title/tt0116502
1566,3.307286503059472,1997,hercules,Adventure|Animation|Children|Comedy|Musical,119282,https://image.tmdb.org/t/p/w500/yds93kIrmH1aNN0YKAcHLyOkNEV.jpg,Hercules (1997),11970.0,https://www.imdb.com/title/tt0119282
1567,3.056099462518344,1997,thelasttimeicommittedsuicide,Drama,119502,https://image.tmdb.org/t/p/w500/kz5PWqGTVg5TmsfOxeFYc6ChFb2.jpg,The Last Time I Committed Suicide (1997),34941.0,https://www.imdb.com/title/tt0119502
1568,3.0600189226414045,1996,murderandmurder,Crime|Drama|Mystery,116949,https://image.tmdb.org/t/p/w500/ykF2qLHsp29nxjPWCxfXSPoRuS9.jpg,MURDER and murder (1996),407992.0,https://www.imdb.com/title/tt0116949
1569,3.2402220421838037,1997,mybestfriend'swedding,Comedy|Romance,119738,https://image.tmdb.org/t/p/w500/2eBKtBVObRfd85nUbS0nLhhpayR.jpg,My Best Friend's Wedding (1997),8874.0,https://www.imdb.com/title/tt0119738
1570,3.0714612091926665,1992,tetsuoii:bodyhammer,Horror|Sci-Fi,105569,https://image.tmdb.org/t/p/w500/w8wzvZZj2BYiYRbwJRbmQGJFraU.jpg,Tetsuo II: Body Hammer (1992),17991.0,https://www.imdb.com/title/tt0105569
1571,3.16239127676458,Chacun cherche son chat,whenthecat'saway,Comedy|Romance,115856,https://image.tmdb.org/t/p/w500/qr4oDABJRkbEXIfriuvGATR6lmy.jpg,When the Cat's Away (Chacun cherche son chat) (1996),11956.0,https://www.imdb.com/title/tt0115856
1572,3.246243325130153,"Mépris, Le",contempt,Drama,57345,https://image.tmdb.org/t/p/w500/e8AFmkWiY6MS7Em4GmLuqjEDc1v.jpg,"Contempt (Mépris, Le) (1963)",266.0,https://www.imdb.com/title/tt057345
1580,3.5472449951911047,a.k.a. MIB,meninblack,Action|Comedy|Sci-Fi,119654,https://image.tmdb.org/t/p/w500/f24UVKq3UiQWLqGWdqjwkzgB8j8.jpg,Men in Black (a.k.a. MIB) (1997),607.0,https://www.imdb.com/title/tt0119654
1581,2.995308368985607,1997,outtosea,Comedy,119848,https://image.tmdb.org/t/p/w500/A9mdtkLl9yM2jWgti5hJ83UZf84.jpg,Out to Sea (1997),18080.0,https://www.imdb.com/title/tt0119848
1582,3.0609375128603564,1997,wildamerica,Adventure|Children,120512,https://image.tmdb.org/t/p/w500/fUjf9kC0ji7hQDb0rwLjhDezaLK.jpg,Wild America (1997),38225.0,https://www.imdb.com/title/tt0120512
1583,3.023713502799993,1997,"simplewish,a",Children|Fantasy,120133,https://image.tmdb.org/t/p/w500/yWTGcDyEDIMJNV3mAQy5Su4M4F6.jpg,"Simple Wish, A (1997)",17834.0,https://www.imdb.com/title/tt0120133
1584,3.614826869060032,1997,contact,Drama|Sci-Fi,118884,https://image.tmdb.org/t/p/w500/yRF1qpaQPZJjiORDsR7eUHzSHbf.jpg,Contact (1997),686.0,https://www.imdb.com/title/tt0118884
1585,3.084402121442776,1996,loveserenade,Comedy,116930,https://image.tmdb.org/t/p/w500/2WYt7hZ0q4xt9MJmBxBC3fjlhLl.jpg,Love Serenade (1996),65046.0,https://www.imdb.com/title/tt0116930
1586,2.9553725482960007,1997,g.i.jane,Action|Drama,119173,https://image.tmdb.org/t/p/w500/yf4zJg6ACAhH4fkHSdEDrBUuEyg.jpg,G.I. Jane (1997),4421.0,https://www.imdb.com/title/tt0119173
1587,3.1634031168048597,1982,conanthebarbarian,Action|Adventure|Fantasy,82198,https://image.tmdb.org/t/p/w500/9siMCK6u0TtgDVtCJQGKRQAnAqA.jpg,Conan the Barbarian (1982),9387.0,https://www.imdb.com/title/tt082198
1588,2.8111542312863063,1997,georgeofthejungle,Children|Comedy,119190,https://image.tmdb.org/t/p/w500/wTvuMi6YlO6bVe2Ax5mEL1dbVYv.jpg,George of the Jungle (1997),10603.0,https://www.imdb.com/title/tt0119190
1589,3.211770010728268,1997,copland,Action|Crime|Drama|Thriller,118887,https://image.tmdb.org/t/p/w500/th2UDVewgUAfIXFUaWGWWBxCM91.jpg,Cop Land (1997),2142.0,https://www.imdb.com/title/tt0118887
1590,2.9827637944447893,1997,eventhorizon,Horror|Sci-Fi|Thriller,119081,https://image.tmdb.org/t/p/w500/vo02iJLsem3VCJ2TNvSzRiJMpAE.jpg,Event Horizon (1997),8413.0,https://www.imdb.com/title/tt0119081
1591,2.7524003796737277,1997,spawn,Action|Adventure|Sci-Fi|Thriller,120177,https://image.tmdb.org/t/p/w500/tfvH5YKXtMiBgkj0FNozQj4TQyp.jpg,Spawn (1997),10336.0,https://www.imdb.com/title/tt0120177
1592,2.764085185872612,1997,airbud,Children|Comedy,118570,https://image.tmdb.org/t/p/w500/ny0lBB66RdnhIkfzsqpLl2suQaY.jpg,Air Bud (1997),20737.0,https://www.imdb.com/title/tt0118570
1593,2.998693908788268,1997,pictureperfect,Comedy|Romance,119896,https://image.tmdb.org/t/p/w500/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg,Picture Perfect (1997),9413.0,https://www.imdb.com/title/tt0119896
1594,3.392499218328405,1997,inthecompanyofmen,Comedy|Drama,119361,https://image.tmdb.org/t/p/w500/jdg8w5BVEJbakwO1GW7jFQ9EGwC.jpg,In the Company of Men (1997),14585.0,https://www.imdb.com/title/tt0119361
1595,2.648722413567576,1997,freewilly3:therescue,Adventure|Children|Drama,119152,https://image.tmdb.org/t/p/w500/x7XV6aRUle4sBGMxZixqnfBtbGG.jpg,Free Willy 3: The Rescue (1997),18519.0,https://www.imdb.com/title/tt0119152
1596,3.129752869209379,1997,careergirls,Drama,118818,https://image.tmdb.org/t/p/w500/o6TImIOfHdEuIUwjApllJiBGgul.jpg,Career Girls (1997),49462.0,https://www.imdb.com/title/tt0118818
1597,3.2908515625904164,1997,conspiracytheory,Drama|Mystery|Romance|Thriller,118883,https://image.tmdb.org/t/p/w500/bwmJ5yBCNGVdEe7OAcLHDNmaANU.jpg,Conspiracy Theory (1997),8834.0,https://www.imdb.com/title/tt0118883
1598,3.0157216416532773,1998,desperatemeasures,Crime|Drama|Thriller,118966,https://image.tmdb.org/t/p/w500/NvkAJ4RERSSfztgqcRvGCXN508.jpg,Desperate Measures (1998),9458.0,https://www.imdb.com/title/tt0118966
1599,2.7732103470958025,1997,steel,Action,120207,https://image.tmdb.org/t/p/w500/hbH8oXJZPwcYxaa1JrUMq4ogg7G.jpg,Steel (1997),8854.0,https://www.imdb.com/title/tt0120207
1604,3.0263661464614016,1997,moneytalks,Action|Comedy,119695,https://image.tmdb.org/t/p/w500/bN57Rl003E9pYred5kw9Rp8h9Np.jpg,Money Talks (1997),9416.0,https://www.imdb.com/title/tt0119695
1605,2.9297065494210983,1997,excessbaggage,Adventure|Romance,119086,https://image.tmdb.org/t/p/w500/dfKaCA32iSkEQiu37drvIAZWZFz.jpg,Excess Baggage (1997),26180.0,https://www.imdb.com/title/tt0119086
1606,2.8620979087795275,1997,kulltheconqueror,Action|Adventure,119484,https://image.tmdb.org/t/p/w500/j8BmhqcdacN6LgIdnf97URB8qpY.jpg,Kull the Conqueror (1997),17832.0,https://www.imdb.com/title/tt0119484
1608,3.2923032463077235,1997,airforceone,Action|Thriller,118571,https://image.tmdb.org/t/p/w500/zgg8psC8jvNEx5RC4NJ4c9J0KtE.jpg,Air Force One (1997),9772.0,https://www.imdb.com/title/tt0118571
1609,3.05290941355952,One Eight Seven,187,Drama|Thriller,118531,https://image.tmdb.org/t/p/w500/2PnCFUn9SwGxWpnrZnw33lDVAKS.jpg,187 (One Eight Seven) (1997),6072.0,https://www.imdb.com/title/tt0118531
1610,3.7895526891025058,1990,"huntforredoctober,the",Action|Adventure|Thriller,99810,https://image.tmdb.org/t/p/w500/bqvlKYlWq2uibsuVzKTWseeccd2.jpg,"Hunt for Red October, The (1990)",1669.0,https://www.imdb.com/title/tt099810
1611,3.2574879548135574,1991,myownprivateidaho,Drama|Romance,102494,https://image.tmdb.org/t/p/w500/xgWJPruxsL2TGVwhZDM8YiarbEY.jpg,My Own Private Idaho (1991),468.0,https://www.imdb.com/title/tt0102494
1612,3.088941979242448,1997,"kissme,guido",Comedy,119465,https://image.tmdb.org/t/p/w500/esqwwwjYwMcz7HqfLCWo0H0mdx1.jpg,"Kiss Me, Guido (1997)",32519.0,https://www.imdb.com/title/tt0119465
1613,3.071884754283936,1997,starmaps,Drama,120197,https://image.tmdb.org/t/p/w500/oX3LxA4bg6U9HuGEcHL5wCiiLAC.jpg,Star Maps (1997),108401.0,https://www.imdb.com/title/tt0120197
1614,3.1350071564785247,1997,in&out,Comedy,119360,https://image.tmdb.org/t/p/w500/8c3JSfYkEAvwMam8GKfdAtjMeA1.jpg,In & Out (1997),10806.0,https://www.imdb.com/title/tt0119360
1615,3.2964406199156118,1997,"edge,the",Adventure|Drama,119051,https://image.tmdb.org/t/p/w500/fvokkKZuhMosdpABHduMdOdIDkp.jpg,"Edge, The (1997)",9433.0,https://www.imdb.com/title/tt0119051
1616,3.0446830566761864,1997,"peacemaker,the",Action|Thriller|War,119874,https://image.tmdb.org/t/p/w500/hc3p6pvIrfO4AmrVLb6qTviOwW2.jpg,"Peacemaker, The (1997)",6623.0,https://www.imdb.com/title/tt0119874
1617,3.999399401141325,1997,l.a.confidential,Crime|Film-Noir|Mystery|Thriller,119488,https://image.tmdb.org/t/p/w500/rIXzJCAvyd3Ci8ipylDQ5wUKqwh.jpg,L.A. Confidential (1997),2118.0,https://www.imdb.com/title/tt0119488
1619,3.3281736463183003,1997,sevenyearsintibet,Adventure|Drama|War,120102,https://image.tmdb.org/t/p/w500/oFNAbCPeleK4XpH6VYOovHbB7vW.jpg,Seven Years in Tibet (1997),978.0,https://www.imdb.com/title/tt0120102
1620,3.2836828897681465,1997,kissthegirls,Crime|Drama|Mystery|Thriller,119468,https://image.tmdb.org/t/p/w500/m9CyzlwbXhfUPooRIAcBoE63Frg.jpg,Kiss the Girls (1997),9437.0,https://www.imdb.com/title/tt0119468
1621,3.1108413931469023,1997,soulfood,Drama,120169,https://image.tmdb.org/t/p/w500/2BiUNHq9QkgCUVGKwGIAyknFYdq.jpg,Soul Food (1997),29461.0,https://www.imdb.com/title/tt0120169
1622,3.049299019259032,1997,kickedinthehead,Comedy|Drama,119457,https://image.tmdb.org/t/p/w500/jJVtdeWddiarPpWgSnEBXEJAsz4.jpg,Kicked in the Head (1997),56651.0,https://www.imdb.com/title/tt0119457
1623,2.8821560001783384,1997,wishmaster,Horror,120524,https://image.tmdb.org/t/p/w500/t7rep7SCqiy4COUsq2cOcdQwzU0.jpg,Wishmaster (1997),10351.0,https://www.imdb.com/title/tt0120524
1624,3.0528049570268565,1997,"thousandacres,a",Drama,120323,https://image.tmdb.org/t/p/w500/p7tsW4oUi7hHbpNtFZdMQEBj42g.jpg,"Thousand Acres, A (1997)",66588.0,https://www.imdb.com/title/tt0120323
1625,3.764989814968484,1997,"game,the",Drama|Mystery|Thriller,119174,https://image.tmdb.org/t/p/w500/4b7QXyDJsDFXrwVHUNlrmezCZJC.jpg,"Game, The (1997)",2649.0,https://www.imdb.com/title/tt0119174
1631,3.1302125029508425,1997,"assignment,the",Action|Thriller,118647,https://image.tmdb.org/t/p/w500/suCKdjHJMKjwnrZdrIdRi2gEU6x.jpg,"Assignment, The (1997)",18355.0,https://www.imdb.com/title/tt0118647
1632,3.014386944415949,1997,"smilelikeyours,a",Comedy|Romance,120151,https://image.tmdb.org/t/p/w500/sm7eMB5PDR4pwJBX8uu1E0y6q60.jpg,"Smile Like Yours, A (1997)",33657.0,https://www.imdb.com/title/tt0120151
1633,3.383079779633351,1997,ulee'sgold,Drama,120402,https://image.tmdb.org/t/p/w500/uGoXXAGHhjdDzHmt8PkYKfSwqu3.jpg,Ulee's Gold (1997),55306.0,https://www.imdb.com/title/tt0120402
1635,3.5795882621563524,1997,"icestorm,the",Drama,119349,https://image.tmdb.org/t/p/w500/e3j1Pn67bWos1pnBDE9GJNeAtcT.jpg,"Ice Storm, The (1997)",68924.0,https://www.imdb.com/title/tt0119349
1636,3.0425907924033258,1997,stag,Action|Thriller,120192,https://image.tmdb.org/t/p/w500/5FU8zjnjf5o79Q1a0RpaOxM0yLr.jpg,Stag (1997),36434.0,https://www.imdb.com/title/tt0120192
1639,3.539669652225201,1997,chasingamy,Comedy|Drama|Romance,118842,https://image.tmdb.org/t/p/w500/4vFJileWrCGaBeobCmF0tXpQCUb.jpg,Chasing Amy (1997),2255.0,https://www.imdb.com/title/tt0118842
1640,2.9941919397876657,1997,howtobeaplayer,Comedy,119326,https://image.tmdb.org/t/p/w500/jB9sGk26VQwQMmJFMYlVi7379dZ.jpg,How to Be a Player (1997),28353.0,https://www.imdb.com/title/tt0119326
1641,3.6320353828873033,1997,"fullmonty,the",Comedy|Drama,119164,https://image.tmdb.org/t/p/w500/xkMiZv2FPrhIAtxvEcN1jAbkHRY.jpg,"Full Monty, The (1997)",9427.0,https://www.imdb.com/title/tt0119164
1642,3.0654818638185315,a.k.a. Alive & Kicking,indiansummer,Comedy|Drama,116631,https://image.tmdb.org/t/p/w500/eKbo6M5MYN0N7sOXY6pq1ABtHWf.jpg,Indian Summer (a.k.a. Alive & Kicking) (1996),172545.0,https://www.imdb.com/title/tt0116631
1643,3.5083549055833108,"a.k.a. Her Majesty, Mrs. Brown",mrs.brown,Drama|Romance,119280,https://image.tmdb.org/t/p/w500/3XeSsWhorN1KncOKnWThGx4nyV3.jpg,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",17589.0,https://www.imdb.com/title/tt0119280
1644,2.5955611730907995,1997,iknowwhatyoudidlastsummer,Horror|Mystery|Thriller,119345,https://image.tmdb.org/t/p/w500/cruOfvjIqMTbOQxld8SpM8OzVnf.jpg,I Know What You Did Last Summer (1997),3597.0,https://www.imdb.com/title/tt0119345
1645,3.4545410218901225,1997,thedevil'sadvocate,Drama|Mystery|Thriller,118971,https://image.tmdb.org/t/p/w500/eSivb4EyOAyEum70mOSHtAWiUe3.jpg,The Devil's Advocate (1997),1813.0,https://www.imdb.com/title/tt0118971
1646,2.973594371757015,a.k.a. Rocket Man,rocketman,Children|Comedy|Romance|Sci-Fi,120029,https://image.tmdb.org/t/p/w500/vDyCsKerUVU2tKV9K7zyOOcdvLj.jpg,RocketMan (a.k.a. Rocket Man) (1997),36797.0,https://www.imdb.com/title/tt0120029
1647,2.9884996641212576,1997,playinggod,Crime|Drama|Thriller,119906,https://image.tmdb.org/t/p/w500/mZLG1QdusU9IdtQTmLkdr5t3ilv.jpg,Playing God (1997),12628.0,https://www.imdb.com/title/tt0119906
1648,3.2660814921716232,1997,"houseofyes,the",Comedy|Drama,119324,https://image.tmdb.org/t/p/w500/uBu2KizwNg1NAduWOILTDL3UqoY.jpg,"House of Yes, The (1997)",33344.0,https://www.imdb.com/title/tt0119324
1649,3.3870624962296385,1997,"fast,cheap&outofcontrol",Documentary,119107,https://image.tmdb.org/t/p/w500/ieNPqF60S39Hji89t9VvwpNPC9c.jpg,"Fast, Cheap & Out of Control (1997)",25099.0,https://www.imdb.com/title/tt0119107
1650,3.1235753503668544,1997,washingtonsquare,Drama,120481,https://image.tmdb.org/t/p/w500/hWX9fOc7BpIYETpZL9hkzQqEIwY.jpg,Washington Square (1997),45019.0,https://www.imdb.com/title/tt0120481
1651,3.0614053097985066,1997,tellingliesinamerica,Drama,120303,https://image.tmdb.org/t/p/w500/e5NBW6ztg1ZHqW8PZHfe2JTxMBS.jpg,Telling Lies in America (1997),63437.0,https://www.imdb.com/title/tt0120303
1658,3.118870025039622,1997,"lifelessordinary,a",Romance|Thriller,119535,https://image.tmdb.org/t/p/w500/tk7WNEwLZepFU2yPIIkRuQOO0Q9.jpg,"Life Less Ordinary, A (1997)",8067.0,https://www.imdb.com/title/tt0119535
1659,3.0617760070176887,1997,hurricanestreets,Drama,119338,https://image.tmdb.org/t/p/w500/g9ZKqxrCh6kQBwYKNrvvifIkTGW.jpg,Hurricane Streets (1997),125052.0,https://www.imdb.com/title/tt0119338
1660,3.2413079725340053,1997,eve'sbayou,Drama,119080,https://image.tmdb.org/t/p/w500/33yTPcGSv7eo3FVlb7XKACHl1M8.jpg,Eve's Bayou (1997),45153.0,https://www.imdb.com/title/tt0119080
1661,3.0742662580209483,1997,switchback,Crime|Mystery|Thriller,119210,https://image.tmdb.org/t/p/w500/cGUECqzHTEmzfMmvqDAG7wI6reQ.jpg,Switchback (1997),10871.0,https://www.imdb.com/title/tt0119210
1662,3.0443802275734617,1997,gangrelated,Crime,118900,https://image.tmdb.org/t/p/w500/fxlSIqCkZSttymnSvL6RHHmr0Fh.jpg,Gang Related (1997),14398.0,https://www.imdb.com/title/tt0118900
1663,3.5340230333808864,1981,stripes,Comedy|War,83131,https://image.tmdb.org/t/p/w500/nqfLX1bJLUlZnfflqpUIWrGQwSv.jpg,Stripes (1981),10890.0,https://www.imdb.com/title/tt083131
1664,3.072288771344127,Nénette et Boni,nenetteandboni,Drama,117221,https://image.tmdb.org/t/p/w500/bTGh7f0qY7JIw68FuMU32QMCtx8.jpg,Nenette and Boni (Nénette et Boni) (1996),99002.0,https://www.imdb.com/title/tt0117221
1665,2.909856652579278,1997,bean,Comedy,118689,https://image.tmdb.org/t/p/w500/pKGGzotqkNDEL2ix4VU1bWmteK5.jpg,Bean (1997),1281.0,https://www.imdb.com/title/tt0118689
1666,3.0371486367133533,1997,hugopool,Romance,119327,https://image.tmdb.org/t/p/w500/jJyR2glvvgUZ3qjFVYBUzsKgXmZ.jpg,Hugo Pool (1997),32332.0,https://www.imdb.com/title/tt0119327
1667,2.985381053897746,1997,madcity,Action|Drama,119592,https://image.tmdb.org/t/p/w500/wXb9KGqxyrAHNygRRI1HW1BhcU.jpg,Mad City (1997),9770.0,https://www.imdb.com/title/tt0119592
1668,3.0365311014535266,1997,onenightstand,Drama,119832,https://image.tmdb.org/t/p/w500/epUHTBMaDHrNolRqUbf3JqAVesM.jpg,One Night Stand (1997),12616.0,https://www.imdb.com/title/tt0119832
1669,3.1118018498840763,1997,"tangolesson,the",Romance,120275,https://image.tmdb.org/t/p/w500/73YrM0W2vfkGjsJwTvxq3JX8hZH.jpg,"Tango Lesson, The (1997)",34838.0,https://www.imdb.com/title/tt0120275
1670,3.1738148987980086,1997,welcometosarajevo,Drama|War,120490,https://image.tmdb.org/t/p/w500/9kJOjSLekn2B4hwHiGMOPEhxyrU.jpg,Welcome to Sarajevo (1997),14905.0,https://www.imdb.com/title/tt0120490
1671,3.069121196055572,1997,deceiver,Crime|Drama|Thriller,119527,https://image.tmdb.org/t/p/w500/8EKV1fAfLMUfTBCKYLEScljubVr.jpg,Deceiver (1997),14583.0,https://www.imdb.com/title/tt0119527
1672,3.427879671877107,1997,"rainmaker,the",Drama,119978,https://image.tmdb.org/t/p/w500/ljHBYpeNAUAc8AaxfDArpB2A4yg.jpg,"Rainmaker, The (1997)",11975.0,https://www.imdb.com/title/tt0119978
1673,3.6015578488442475,1997,boogienights,Drama,118749,https://image.tmdb.org/t/p/w500/gTq6MPt7SeMiJ2miHeMoNEZTz4p.jpg,Boogie Nights (1997),4995.0,https://www.imdb.com/title/tt0118749
1674,3.7132678220075785,1985,witness,Drama|Romance|Thriller,90329,https://image.tmdb.org/t/p/w500/pQZa314NJP3ieMAj6CgPI1v7nUY.jpg,Witness (1985),9281.0,https://www.imdb.com/title/tt090329
1675,3.0681529684323325,1997,incognito,Crime|Thriller,119365,https://image.tmdb.org/t/p/w500/1oqfg2IBGNFAFylDK56NXo558y2.jpg,Incognito (1997),45928.0,https://www.imdb.com/title/tt0119365
1676,3.226485751961118,1997,starshiptroopers,Action|Sci-Fi,120201,https://image.tmdb.org/t/p/w500/zeCD9WkhABFJmPq3SlTozXJGEtr.jpg,Starship Troopers (1997),563.0,https://www.imdb.com/title/tt0120201
1677,3.027670685117331,1997,criticalcare,Comedy|Drama,118901,https://image.tmdb.org/t/p/w500/nqDcgfwBPAOW5kZzAdfXXcu3FqT.jpg,Critical Care (1997),61337.0,https://www.imdb.com/title/tt0118901
1683,3.3556824592573298,1997,"wingsofthedove,the",Drama|Romance,120520,https://image.tmdb.org/t/p/w500/wEqXtfzZfjYbCSztc4YYEc4AJJ6.jpg,"Wings of the Dove, The (1997)",45609.0,https://www.imdb.com/title/tt0120520
1684,3.1627455971275498,1997,mrs.dalloway,Drama|Romance,119723,https://image.tmdb.org/t/p/w500/j1GEqK1jTiS2aIozBWnY2RDSXZm.jpg,Mrs. Dalloway (1997),38904.0,https://www.imdb.com/title/tt0119723
1685,3.0570372197696742,1996,"iloveyou,iloveyounot",Drama|Romance,116592,https://image.tmdb.org/t/p/w500/A5GdAeUX727UrGKBngMWFS6dlmM.jpg,"I Love You, I Love You Not (1996)",45565.0,https://www.imdb.com/title/tt0116592
1686,3.0833280137491865,1997,redcorner,Crime|Thriller,119994,https://image.tmdb.org/t/p/w500/1wkpgNaFbXqymNTuIT8mHHYurNe.jpg,Red Corner (1997),9407.0,https://www.imdb.com/title/tt0119994
1687,3.159505528404565,1997,"jackal,the",Action|Thriller,119395,https://image.tmdb.org/t/p/w500/6Hh2ROGTRKdbUfEXVVv5fNhmXK3.jpg,"Jackal, The (1997)",4824.0,https://www.imdb.com/title/tt0119395
1688,3.327676407375161,1997,anastasia,Adventure|Animation|Children|Drama|Musical,118617,https://image.tmdb.org/t/p/w500/dKJ6OOYlHGPARKidvP1kYJjXW29.jpg,Anastasia (1997),9444.0,https://www.imdb.com/title/tt0118617
1689,3.142048060532976,1997,"manwhoknewtoolittle,the",Comedy|Crime|Thriller,120483,https://image.tmdb.org/t/p/w500/32UQkAUWy9NpuvJfF82xrMr2A0G.jpg,"Man Who Knew Too Little, The (1997)",9414.0,https://www.imdb.com/title/tt0120483
1690,3.0298805992965367,1997,alien:resurrection,Action|Horror|Sci-Fi,118583,https://image.tmdb.org/t/p/w500/q4DhSJFShyMJcCGbYllHCoUPHKj.jpg,Alien: Resurrection (1997),8078.0,https://www.imdb.com/title/tt0118583
1692,3.0352209061357245,1995,alienescape,Horror|Sci-Fi,112318,https://image.tmdb.org/t/p/w500/4Abbxth4pOwiM2DEICT3lJsoC1X.jpg,Alien Escape (1995),29938.0,https://www.imdb.com/title/tt0112318
1693,3.438311408193909,1997,amistad,Drama|Mystery,118607,https://image.tmdb.org/t/p/w500/lgoCht4up4SBgK9Clz7GDBBYDx2.jpg,Amistad (1997),11831.0,https://www.imdb.com/title/tt0118607
1694,3.428941971843358,1997,"apostle,the",Drama,118632,https://image.tmdb.org/t/p/w500/9TENkQeln0bdLnlO1VdoCd5HCSi.jpg,"Apostle, The (1997)",2895.0,https://www.imdb.com/title/tt0118632
1695,3.0995726650318467,1997,artemisia,Drama,123385,https://image.tmdb.org/t/p/w500/7CKPrOnQh7lnRX5oi7WOdYpbUEF.jpg,Artemisia (1997),39177.0,https://www.imdb.com/title/tt0123385
1696,3.1164487726875545,1997,bent,Drama|War,118698,https://image.tmdb.org/t/p/w500/a0LP0FS9qDW3RJN8GwYA2G8rBGx.jpg,Bent (1997),19601.0,https://www.imdb.com/title/tt0118698
